job_id,category,job_title,job_description,job_skill_set
3906255474,finance,billing analyst - finance,overview the billing analyst position is an intermediate level professional accountant position responsible for preparing monitoring and reporting of the government contract billing functions of the finance directorate providing program and project support to the supervisor of accounts receivable interprets accounting data prepares and analyzes reports and makes recommendations prepares various accounting documents schedules exhibits and summaries works closely with members of research divisions directorates andor vendors to resolve a variety of problems provides support to the accounts receivable supervisor as needed a critical team member working to maintain the integrity of the receivables function including the preparation verification validation and input of associated journal entries responsibilities maintains a strong understanding of federal and state laws and regulations to include interpreting researching and ensuring compliance maintains a current working knowledge of accounting principles and practices and relevant government regulations and applies this knowledge to position responsibilities responsible for preparing assigned general ledger reconciliations and timely resolving open items responsible for preparing assigned general ledger reconciliations timely resolving open items and preparing analysis of accounts as requested prepares assigned monthly journal entries with supporting documentation and written description in support of reconciliation responsibilities assists in compiling and analyzing receivables audit responses prior to submission to outside auditors participates in problem solving and special projects within the receivables environment maintains strong understanding of the financial system including comprehension of impact of various transactions in order to participate in development and implementation of accounting systems methods procedures and controls prepares government contract billings in accordance to far contract terms and guidelines resolves issues maintains appropriate files works with the treasury team to resolve receivable issues provides support in relation to contract billings including unbilled reconciles billing system data to financial system data responds to internal and external billing related inquiries works with the contracts team for contract billing guidelines supports work in conjunction with audits and incurred cost submission maintains a current working knowledge of accounting principles and practices and relevant government regulations qualifications bs degree preferably in accounting or in related field with course work in accounting minimum of 3 years work experience in accounting finance or government contracting familiarity with general business practices two of the years should preferably pertain to cost accounting experience thorough knowledge and demonstrated skills in matters related to accounting and financial policies procedures and reporting working understanding of us generally accepted accounting principles gaap computer literacy including familiarity with standard business office software such as microsoft office experience using computerized accounting software experience with deltekcostpoint software required excellent interpersonal skills and the ability to communicate effectively both orally and in writing with all levels of employees use of critical analytical and creative thinking to identify and solve problems ability to establish and maintain effective working relationships with other employees ability to understand and follow oral and written instruction ability to organize and perform work independently with general instructions ability to work effectively both independently and as part of a team and have a strong understanding of the theoretical and practical components of the position apart from just being familiar with performing assigned tasks strong attention to detail excellent organizational skills and ability to effectively prioritize work to meet deadlines strong general ledger reconciliation skills successful completion of a criminal background check is required us citizenship is required ability to obtain and maintain a security clearance is required ida is an equal opportunity employer committed to providing a fair recruiting process and working environment free from discrimination all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identify national origin disability or protected veteran status click here to learn more about idas commitment to diversity equity and inclusion ida is committed to working with and providing reasonable accommodations to individuals with disabilities if because of a medical condition or disability you need a reasonable accommodation for any part of the application process or in order to perform the essential functions of a position please send an email to employmentidaorg and let us know the nature of your request and contact information httpwwwdolgovofccpselfidvideohtml,"['accounting principles', 'general ledger reconciliation', 'financial reporting', 'billing systems', 'microsoft office', 'analytical skills', 'communication', 'problem solving', 'teamwork', 'attention to detail', 'organizational skills', 'independent work', 'interpersonal skills', 'critical thinking', 'gaap', 'deltek/costpoint software', 'financial systems', 'government regulations']"
3904955829,business development,business development manager - vms/msp,business development manager  mspvms hybrid role must have experience working for a staffing company selling to large msps about the role as a business development manager  mspvms you will play a crucial role in driving new business growth through managed service providers msps and vendor management systems vms platforms you will leverage your expertise in the contingent workforce industry to identify and cultivate relationships with key decisionmakers develop compelling proposals and ultimately secure new partnerships that expand our reach and revenue responsibilities prospecting and lead generation proactively identify and qualify potential msp and vms partners across diverse industriesutilize various channels like industry events conferences online platforms and networking to generate leadsdevelop and execute targeted outreach campaigns to engage with key contacts relationship building and negotiation build strong and lasting relationships with key decisionmakers within msps and vms platformsunderstand and address the specific needs and challenges faced by potential partnersnegotiate mutually beneficial contracts that align with our business goals proposal development and presentation create compelling and customized proposals that showcase the value proposition of our solutionsdeliver effective presentations to communicate our expertise and address partner concerns market analysis and competitive intelligence stay informed about the latest trends and developments in the mspvms landscapeconduct competitive analysis to identify opportunities and differentiate our offeringscontribute insights to develop effective sales and marketing strategies sales support and collaboration collaborate closely with the sales team to close deals and ensure smooth onboarding of new partnersprovide ongoing support and guidance to partners to maximize their success with our solutionsparticipate in team meetings and share best practices to drive collective growth qualifications minimum 25 years of experience in business development within the staffing or contingent workforce industryproven track record of success in securing new partnerships with msps and vms platformsstrong understanding of the mspvms ecosystem and its value propositionexcellent communication presentation and negotiation skillsability to build strong relationships and manage multiple stakeholders effectivelyproficient in crm software and other relevant business toolsselfmotivated resultsoriented and able to work independently in a fastpaced environment additional requirements may vary travel willingnessknowledge of specific industries eg it healthcare benefits this role offers a competitive compensation package opportunities for professional development and the chance to be part of a dynamic and growing company why join us vdart is a global digital solutions and professional services firm headquartered in atlanta ga usa delivering innovative technology solutions specialized talent superior performance and seamless execution to meet challenging business needs of customers worldwide including usa canada mexico brazil uk japan australia  india we are committed to providing our clients with the highest quality of service and delivering the best talent for their needs we are also a great place to work with a supportive and collaborative team environment if you are looking for a challenging and rewarding career opportunity we encourage you to apply today vdart is an equal opportunity employer and values diversity at our company we do not discriminate based on race religion color national origin gender sexual orientation age marital status veteran status or disability status we also comply with all applicable federal state and local equal employment opportunity laws and regulations,"['business development', 'proposal development', 'communication', 'negotiation', 'relationship building', 'stakeholder management', 'self-motivation', 'results-oriented', 'team collaboration', 'msp', 'vms', 'crm software', 'market analysis', 'competitive intelligence']"
3904357527,business development,business development specialist,general description the business development unit bdu specialist is primarily responsible and focused on supporting premier national agency relationships clients as developed and assigned by sales management this position also focuses on the growing and development of new business initiatives including but not limited to providing transactional administrative and technical support for processing the bdu specialist is responsible for supporting bdu management in community evaluation book roll processing new business review relationship development troubleshooting rating differences error correction transactional support and processing as instructed and within level of authority assigned will assist in team projects as instructed and necessary to maintain a high level of quality and timely business development and presale support to team member standards essential duties and responsibilities foster relationships with key stakeholders both internally and externally especially with targeted national high volume production accounts read analyze follow procedures and maintain transactional documentation solve practical problems and deal with a variety of variables referring to supervisor if needed report discrepancies in procedures and policy details to management as necessary maintain positive market image and focus action on new business customer satisfactions follow a variety of instructions furnished in written oral or diagram form accept acknowledge and process new business and related endorsements and documentation within level of authority designated in the bdu index and route bdu inbound documents faxes emails and transactions into image system understand overall departmental support objectives and maintain a willingness to execute bdu strategies to achieve these goals within the role provide support as needed in the community analysis process support and maintain a strong working relationship with high profilehigh production distribution partners targeted for largescale production process effectively and accurately targeted new business production book rolls and specialized new business opportunities in a highvolume environment perform other duties as assigned supplementary information this job description has been prepared to indicate the general nature and level of the work that employees perform within their classification this description is not and cannot be interpreted as an inventory of all the duties tasks responsibilities and qualifications required for the employees assigned to this job education and  or experience high school diploma or equivalent some college or postsecondary training in business operations or insurance is preferred minimum of five 5 years of related experience andor training working knowledge of guidewire platform must be detailoriented and possess good interpersonal and problemsolving skills must be flexible and able to adapt in a changing business environment must have the ability to keyboard enter at a speed of not less than 50 wpm basic knowledge and understanding of microsoft office suite must be willing to work flexible schedules to support multiple time zones must be willing to travel for client meetings or training purposes must possess strong communication organizational and teamwork skills licenses and  or certifications 220 or 440 licenses preferred,"['business operations', 'insurance knowledge', 'microsoft office suite', 'transactional support', 'data analysis', 'communication', 'teamwork', 'problem-solving', 'interpersonal skills', 'flexibility', 'organizational skills', 'relationship development', 'guidewire platform', 'keyboard entry (50 wpm)']"
3895204786,business development,business development executive (delaware & maryland),this position serves as the lead field contact for assigned agents with ownership for profitable growth you will report to the director regional sales position compensation range 9500000  16100000 pay rate type salary compensation may vary based on the job level and your geographic work location primary accountabilities prospect and appoint agents with the overall regional strategy for expansion of distribution outletsutilize market analytics to assess geographic territory to identify prospect and current customers with highest growth potentialappoint new customers based on book transferidentify vulnerable competitors within assigned agency plant to leverage book roll and or book thinning opportunitiesbuild detailed business plans for assigned agentsdetermine appropriate visitation and establish an agreed to contact schedule for assigned agents based upon book transfer and significant flow opportunities specialized knowledge  skills requirements 5 years of experience with the territory and the region including agency competitor demographics and economic trendsability to develop and maintain strong working relationships at all levelsexcellent written verbal and interpersonal skillsability to navigate an organization and leverage relationshipsdemonstrate resiliencystrong knowledge of business process improvement methodologies and techniquesability to multitask and prioritize and work independently licenses not applicable travel requirements up to 40 physical requirements work that primarily involves sittingstanding working conditions not applicable this is a territory sales role you will cover from baltimore md to dover delaware you will work from home and in the field on occasion you may be asked to travel to an office location for in person engagement activities such as team meetings trainings and culture events we encourage you to apply even if you do not meet all of the requirements listed above skills can be used in many different ways and your life and professional experience may be relevant beyond what a list of requirements will capture we encourage those who are passionate about what we do to apply we provide benefits that support your physical emotional and financial wellbeing you will have access to comprehensive medical dental vision and wellbeing benefits that enable you to take care of your health we also offer a competitive 401k contribution a pension plan an annual incentive 9 paid holidays and a paid time off program 23 days accrued annually for fulltime employees in addition our student loan repayment program and paidfamily leave are available to support our employees and their families interns and contingent workers are not eligible for american family insurance group benefits we are an equal opportunity employer it is our policy to comply with all applicable federal state and local laws pertaining to nondiscrimination nonharassment and equal opportunity we also consider qualified applicants with criminal histories consistent with applicable federal state and local law,"['business process improvement', 'relationship management', 'sales strategy development', 'customer acquisition', 'data analysis', 'communication', 'interpersonal skills', 'resilience', 'multi-tasking', 'independence', 'problem solving', 'organizational skills', 'market analytics', 'territory management']"
3903827844,business development,business development assistant - grocery,getting the right products at the right price in the right store at the right time is no small task thats what our merchandising partners do every day they bring expertise in procurement merchandising culinary analysis pricing quality assurance demo programming and inventory planning as a business development assistant i youll review prioritize track actions and resolve complex issues in support of heb business development managers bdms and assigned categories once youre eligible youll become an owner in the company so were looking for commitment hard work and focus on quality and customer service partnerowned means our most important resourcespeopledrive the innovation growth and success that make heb the greatest omnichannel retailing company do you have a heart for people communication collaboration and customer service skills head for business ability to research and resolve moderately complex issues on your own passion for results capability to perform multiple concurrent tasks in a fastpaced manydeadline environment we are looking for 0 years of experience what is the work administration supports bdm ensures products are competitively priced meeting price image and financial objectives as directed by bdm executes consistent pricing strategy for bdm in communication materials  branding throughout pricing programs processes policies and other heb initiatives manages data entry of cost and retail relationships to support marketing and merchandising strategies uses existing templates and processes to track category performance and run category reports identifies  researches  resolves simple to moderately complex issues with minimal bdm involvement represents bdm in meetings eg note taking presenting updates clarifying notifying bdm of priority action steps creates promotional product surveys in tool for promotional events eg forecasting store allocation executes promotional event tasks eg coupons support for company selling initiatives performs postpromotion analysis and expense tracking executes broker functions when no broker exists eg securing product samples coordinates test sets drafts communications  presentations solves minor process problems implements solutions to routine issues approves  reviews  tracks vendor cost change submissions supports supplier communication manages new vendor  new item set up review approval supports store requests manages new item submission and set up process after items are selected by bdm including ecommerce assists in planning  monitoring  maintaining suitable inventory levels performs basic analysis for supplier negotiation what is your background a related degree or comparable formal training certification or work experience 0 years of experience experience in business merchandising  procurement or store operations experience in merchandising software systems a plus do you have what it takes to be a fit as an heb bda i knowledge of computer use and software programs required by the job including ecommerce bi understanding of product information data flow item vendor cost price strong verbal  written communication skills strong interpersonal skills strong organization and time management skills strong pc skills including proficiency in ms excel ability to work cohesively on internal  external contacts ability to work on crossfunctional teams ability to manage multiple priorities and shift focus between projects  tasks under pressure ability and willingness to learn  adapt to  use new systems and processes ability to make good decisions ability to comprehend product information data flow item vendor cost price and guide vendors through h eb processes and policies customer serviceoriented can you function in a fastpaced retail office environment travel by car or plane with overnight stays work extended hours sit for extended periods regularly lift 20 lbs or more 052023,"['vendor negotiation', 'communication', 'customer service', 'collaboration', 'organization', 'time management', 'problem solving', 'adaptability', 'decision making', 'interpersonal skills', 'ability to work under pressure', 'ability to manage multiple priorities', 'data entry', 'merchandising software systems', 'ms excel', 'ecommerce', 'basic analysis', 'product information data flow']"
3900965147,business development,business development manager,the nuc iot business development manager will be responsible for identifying and pursuing new opportunities building and maintaining customer and partner relationships and developing strategies to grow our nuc iot footprint across relevant verticals the asus nuc product portfolio includes nuc mini pcs configurable kits and system boards for edge solutions focused on retail banking hospitality cities transportation healthcare federal and industrial usages in this role you will educate partners on the nuc product portfolio and work closely with the local asus iot sales and partners to grow their business with the nuc systems and solutions you will have the opportunity to directly influence future nuc product definitions and ecosystem engagement through feedback and insights from customers and the market as part of driving the overall nuc iot americas sales and marketing strategy this role will also require understanding of key targeted verticals including retail digital signage hospitality federal and industrial applications the qualified candidate must be energetic wellspoken and eager to close sales essential duties and responsibilitiesidentifying qualifying and securing business opportunities coordinating business generation activities developing customized targeted sales strategiesbuilding business relationships with current and potential clients including distributors resellers isvs csps and solutions integratorsunderstanding client needs and offering solutions including responding to client proposals and driving followup calls to answer potential questionscollaborating with management on sales goals planning and forecastingdevelop and manage deal opportunity pipeline to bring nuc based edge solutions to market including maintain uptodate status on opportunities pipeline driven by asus sales and providing nuc product specific insights to win the opportunitycreating informative presentations for training of sales partners and customers as well as delivery at industry exhibits trade shows and conferencesact as the regional nuc portfolio subject matter expert for iot in the americas creatively aligning optimum products with customer needs maintaining knowledge of related product and service offeringsunderstand categoryspecific landscapes and trends identifying market requirements and representing these to nuc business unit to shape future product definitionidentify iot market trends and work with industry partners to evaluate potential opportunities with current or upcoming productsmaintain contact with other iot bdms to identify how the nuc products are being used in other markets to bring those examples to our customer engagementsmaintain good attendance and punctuality knowledge and skillshave work experience and strong understanding of embeddededge channel routes to market iot market trends technologies and applicationsa proven track record of generating leads closing deals and meeting or exceeding sales goalsability to communicate present and influence at multiple levels of the organization and partnersproven ability to drive the sales process from plan to closeproven ability to articulate the distinct aspects of products and servicesproven ability to position products against competitorsexcellent listening negotiation and presentation skillsability to work confidently in a rapidly changing fastpaced and resultsoriented corporate environment where a high degree of flexibility is requiredproven ability to collaborate and work with other teammatesexcellent written and verbal communication skills in english required qualificationsyears of educationa bachelors degree in business engineering or related field work experience5 years of experience in business development andor commercial sivar sales or marketing in the internet of things domain working conditionsability to travel north america region this may involve onsite customer visits trade shows and assigned tasks travel 30 of the time with potential for international travel canada taiwanrequires sitting operating a computer keyboard telephone and other office equipment for extended periods of timemeet face to face with local asus team to collaborate as neededwork remote or hybrid in office if near asus office location,"['business development', 'sales strategies', 'lead generation', 'negotiation', 'presentation skills', 'customer relationship management', 'market analysis', 'communication', 'team collaboration', 'problem solving', 'flexibility', 'influence', 'listening', 'adaptability', 'time management', 'customer focus', 'creativity', 'iot market trends', 'embedded/edge technologies', 'pipeline management']"
3903476451,business development,"manager, business development and accounts (pr agency)",are you working for a larger firm and like the idea of immediately helping to fuel a smaller firms growth do you already work for a small or midsized firm but dont feel fulfilled by the business youre pursuing are you searching for a firm with a deep commitment to purpose and positive impact in both client work and how the firm operates if you answered yes to any of the above questions taft may be the place for you taft communications is a boutique communications consultancy focused on purpose and impact that is part of the global proi network we apply our deep communications experience and passion for making a difference to help clients better articulate their core purpose and energize how they engage employees drive social impact strengthen dei commit to sustainability and promote better health our clients  many in the health and clean energy space  are both corporate and nonprofit and based throughout the us and beyond in taft youll find a valuesbased firm that has more than tripled in size over the last decade and is committed to sustainable growth for years to come taft is looking for a rising and energetic builder with a desire to share our focus a fire to help us grow our business and the confidence to help tell our story before any audience our manager business development and accounts will primarily focus on managing our efforts to secure new opportunities for the firm in collaboration with senior focus area leads this position is perfect for a communications professional who wants to accumulate broadbased experience as they navigate a path to agency leadership more specifically the manager will  manage our business development committee based on ceo direction removing roadblocks and improving collaboration drive proposal process for key opportunities including updating bd toolkit and managing customized proposal and presentation development with support of other team members design resources and project coordinator conduct targeted direct outreach to secure taft introductory meetings and invitations for taft to bid on new business regularly update taft crm ensure we track progress against key metrics and follow up regularly with team members and prospects to help win new business participate in client onboarding process to prepare new clients for full transition to account teams coordinate and project manage planning and activities of marketing committeecontribute to creative content for taft marketing activities including websites video digital advertising and social media liaise with partner agencies and vendors who can strengthen the taft offerings andor provide referral business focus on project management or account services potentially including media relations or digitalsocial support for a limited number of agency clients the successful candidate should have  minimum of 5 years of experience in media relations journalism public relations public affairs or related marketing field pr agency experience required experience working with healthlife sciences education or renewable energyenvironmental companies or clients is preferred familiarity with different types of projects and deliverables including but not limited to communications strategy creative concepting video digital and vendor management project management certificate pmp is a plus  excellent organizational skills to closely manage the firms business development activities  a sense of humor and desire to work with a tightknit team  an authentic interest in our purposefocused work and making a positive impact on the world salary range65000  91000 plus incentives what taft offers the chance to make a quick impact on a growing firm a competitive comp package  including both base salary and significant successbased incentives  as well as opportunity to advance lots of flexibility our main office is in trenton nj and the position will be required to be at the office two days per week as of january 2024 the position will involve occasional travel primarily in the tristate region a full benefits package including generous pto medical dental and 401k a smart fun and valuesbased team a deep commitment to justice equity diversity and inclusion within our own firm and in how we use communications to strengthen our clients what we offer  competitive salary health and dental insurance prescription drug plan vision discount plan 401k plan with employer match generous paid family leave 16 days pto summer fridays and flexible hours workfromhome option annual bonuses based on company profitability and individual performance teambuilding activities professional development business casual dress code employee assistance program holiday celebrations employee referral program new business success program please email your cover letter and resume to careerstaftcommunicationscom no phone calls please taft communications llc is an equal opportunity employer,"['business development', 'project management', 'digital marketing', 'vendor management', 'teamwork', 'communication', 'organizational skills', 'problem solving', 'adaptability', 'relationship building', 'media relations', 'public relations', 'crm management', 'proposal development', 'communications strategy', 'creative content development', 'health/life sciences knowledge', 'education sector knowledge', 'renewable energy knowledge', 'pmp certification', 'sense of humor', 'passion for purpose-driven work']"
3900077978,business development,business development associate,own is the leading data platform trusted by thousands of organizations to protect and activate saas data to transform their businesses own empowers customers to ensure the availability security and compliance of missioncritical data while unlocking new ways to gain deeper insights faster by partnering with some of the worlds largest saas ecosystems such as salesforce servicenow and microsoft dynamics 365 own enables customers around the world to truly own the data that powers their business its their platform its your data own it the job own is looking for a passionate dedicated and highly motivated business development associate to join our elite business development team as part of the business development team this role will offer handson experience and skills essential for working in the sales domain you serve as the initial contact for prospective customers inquiring about our data solutions your responsibilities include identifying and assessing leads generated through inbound channels playing a pivotal role in fostering business growth this entrylevel role provides a chance to build fundamental skills in business development within a dynamic and innovative setting as you progress in the business development associate role were dedicated to assisting you in shaping your longterm career path at own you will have the opportunity to gain exposure to various business functions throughout your journey with us as part of own companys summer 2024 emerging talent program the start date for this role will be june 3rd 2024 we at own prioritize a learning environment and through our emerging talent program will be offering early career hires a comprehensive development program through lunch and learns workshops and events featuring internal and external speakers new hires will enhance their understanding of the saas industry while refining communication presentation and leadership skills your daytoday role handle leads from various marketing channels chat email phone social mediawork within a processdriven framework that drives campaign accountabilityresearch and enrich lead data to understand prospects needs evaluate owns impact and assess the opportunity scalequalify marketing qualified leads mqls to secure meetings for global account executives and alliances managerscollaborate with fellow bda to ensure timely responses to hot and warm leadscontinuously develop product and industry knowledge through both classbased and selfpaced training and enablementdemonstrate maturity in interactions with consultancies partners and when making introductionspersonalize communications for highvalue leadssustain active engagement with prospects through persistent outreachprovide feedback for continual improvement of your funnel and performance your work experience bachelors degree preferredcollaborative team playerquick learner in a fastpaced industrypassionate commitment to achieving sales excellencehigh energy and enthusiasmexcellent communication and interpersonal skillseffective multitasking abilitystrong organizational and followup skills important details this is a fulltime position the ideal candidate will work out of our englewood cliffs nj office a minimum of 3 days per week to maximize collaboration and interaction with the business travel may be required own is dedicated to creating an environment where employees thrive which is why base pay is only one part of the total compensation package that is provided to compensate and recognize employees for their work this role may also be eligible for unlimited pto generous medical benefits a 401k savings plan with a 4 employer match discretionary bonusesincentives and stock options we also offer catered lunches in the office five days a week a full fitness center and free shuttle bus service to and from new york city creating an environment where employees thrive also means making sure every employee feels accepted as we scale to help all types of companies protect precious data our team must reflect the diversity we serve own is an equal opportunity employer and we believe that every employee in the company brings a unique perspective that they can and should contribute in order to make an impact every day we strive to be one team and one culture that builds trust through transparency we do not discriminate based on race colour religion sex sexual orientation gender identity age national origin protected veteran status or disability status learn more at owndatacom,"['lead generation', 'data analysis', 'sales techniques', 'market research', 'communication tools', 'team collaboration', 'adaptability', 'problem solving', 'time management', 'interpersonal skills', 'customer engagement', 'crm software', 'presentation skills', 'enthusiasm']"
3906222550,business development,business development manager,description imre is a fiercely independent marketing agency that creates purpose driven ideas that work we are a passionate team of creators harnessing the twin powers of optimism and empathy to turn patients and healthcare providers into brand believers we are one of the fastest growing and most exciting agencies working in pharmaceutical marketing today and were looking to add a business development manager to our team of experts job duties  responsibilities identify and maintain a robust and qualified database of prospective clients using the agencys crm and business intelligence toolconduct outreach to drive leads for the agency among its key prospective client categories secure introductory and capabilities calls with key prospects and ideally invitations to pitch and win worktrack monitor and report on accounts expected to go into review seeking a new partner and industry movement of prospective clientscollaborate with the agency marketing team to recommend and review agency content intended to excite and ignite conversations with prospective clientsleverage agency client news campaigns case studies and other forms of thought leadership to ensure imre remains top of mind for our prospect listeffectively use our business intelligence tools to monitor industry news and develop outreach accordinglyattend and support industry networking eventsmaintain the agencys event conference and awards calendars assisting with the conference approval process for internal teams and maintaining event logistics and outputs such as social posts povs tables guest list etctravel domestically 1015 knowledge  skills bachelors degree in marketing or related field5 years experience in an agency or professional services firm environmentstrong organization skills and attention to detail ability to manage simultaneous projects strong written verbal and editorial review abilities proficient in microsoft word excel and powerpoint ability to work with a wide range of people at the most senior level imre is an equal employment opportunity employer employment decisions are based on merit qualifications abilities and business needs imre does not discriminate in employment opportunities or practices on the basis of race color citizenship status national origin ancestry gender sexual orientation gender identity age religion creed physical or mental disability marital status veteran status genetic information or any other characteristic protected by law this policy governs all terms and conditions of employment including selection job assignment compensation discipline termination and access to benefits and training salary range 90k120k,"['crm', 'microsoft word', 'microsoft excel', 'microsoft powerpoint', 'project management', 'marketing', 'data analysis', 'communication', 'organization', 'attention to detail', 'networking', 'collaboration', 'problem solving', 'adaptability', 'business intelligence tools']"
3904363458,business development,retirement plan services internal business development consultant,if youre driven by a commitment to client satisfaction thrive in a team environment that values attention to detail adaptability and relationshipbuilding and are eager to contribute your expertise to a collaborative team dedicated to excellence we encourage you to apply for this exciting opportunity as an internal business development consultant join us in shaping the future of retirement planning and making a positive difference in the lives of our clients description and requirements for our retirement plan services internal business development consultant as an internal business development consultant you will play a pivotal role in supporting and collaborating with the business development manager to cultivate and nurture a robust pipeline of qualified retirement plan qrp opportunities this opportunity offers the chance to work in a closeknit group with a lot of room for professional growth your primary responsibilities will include liaising with internal and external stakeholders providing recommendations on plan design facilitating the sales process and ensuring the seamless transition of closed opportunities into the plan conversion phase your main goals in this role are to generate revenue create referral opportunities and build relationship what are the must have skills you will need to be successful financial services experience proven tenure and a minimum of seven to ten years experience in financial services sales with a demonstrated ability to develop a qualified retirement plan sales pipeline is required education bachelors degree in business administration or a related field from an accredited college or university industry designationscertifications we would highly prefer someone with a crps designation but a minimum financial license series 65 is required retirement plan knowledge you must have a general understanding of retirement plan design erisa and qualified retirement plan regulations technical skills you will possess a proficiency in microsoft word excel powerpoint and outlook if you have prior salesforce experience that would be a bonus critical thinking and problemsolving you will use your ability to think critically and analytically to proactively solve problems that drive business outcomes clientfocused mindset you will work closely and partner with the business development manager to identify and advance qrp opportunities through within our pipeline you will meticulously prepare proposals rfps fee benchmarking and pricing scenarios while effectively communicating the core investment philosophy to prospective plan sponsors you will have a passion for delivering exceptional client service and satisfaction with meticulous attention to detail strong relationship builder you will collaborate with internal and external experts to offer tailored recommendations on plan design aligning with the goals and objectives of plan sponsors and participants through your proven ability to build and nurture relationships you will foster trust and build rapport with savant advisors stakeholders and clients to drive progression of opportunities through the pipeline effective communicator your expertise in communication with allow you to articulate complex concepts and recommendations to clients and internal stakeholders in a way that is easy to understand through your exceptional communication skills you will facilitate smooth transitions of closed opportunities into the plan conversion phase process driven you will be a proactive support in following and consistently adhering to savants internal processes a couple things to note about our retirement plan services internal business development consultant this position has the flexibility to work remotely within a commutable distance to any of our savant locations to be considered you must live in a state where we already have a savant office this position has the flexibility to work a hybrid schedule after the initial training period this schedule consists of 3 days in office 2 from homethis role may require the flexibility to travel to other offices when full team meetings are taking place you can expect a maximum 30 travel requirementthis is a fulltime position with a minimum expected hour amount of 40 hours per week the typical schedule is mondayfriday 8am5pm why join us we are a growing firm with opportunities for future growth and advancement in your rolewe offer health vision dental and 401k benefit options for you and your familywe believe in collaboration innovation excellence doing whats right and helping our team to provide a world class serviceour culture is steeped in savants midwestern roots as described through our corporate values of excellence integrity lifelong learning respect growth and servant leadership we are dedicated to living these values through our relationships with clients each other and the greater community our core values truly define the savant way let us help you on your path to your ideal career  apply today collective wisdom were better together at savant wealth management we are driven by a purpose to serve our clients with skill passion and integrity inspired by collaboration our team craves innovation commitment to excellence and above all doing what is right we are up for any challenge since 1986 we have focused on committing to helping clients achieve peace of mind through our collective insight and wisdom if you want to be part of a culture that is defined through strong values  savant is right for you the above statements are intended to describe the general nature and level of work being performed by people assigned to this job they are not intended to be an exhaustive list of all responsibilities duties and skills required of the incumbent in this position any combination of equivalent education and work experience will be consideredsavant capital llc is an equal opportunity employer,"['critical thinking', 'problem-solving', 'client-focused mindset', 'relationship building', 'effective communication', 'adaptability', 'teamwork', 'financial services experience', 'crps designation', 'financial license series 65', 'retirement plan knowledge', 'microsoft word', 'microsoft excel', 'microsoft powerpoint', 'microsoft outlook', 'salesforce', 'attention to detail', 'process driven']"
